roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
126,-43.3,164,18,0.13,0.11,-0.13,53,42,-159,167,606,-298,-1.2,9.54,-21.2,9,3.26,-1.12,0.49,50,-63,32,662,95,288,92.55667744,-14.37567397,-62.37320989,19,0.24,-0.35,-0.16,-26,145,-106,-469,375,116,0,0,0,28,1.03,0.18,0.49,-267,-52,-13,-93,-589,123,B
112,23.3,-15.3,17,0.19,0.11,-0.11,-20,62,-153,23,602,-323,-97,-68.7,-55,32,0.34,-0.47,0.71,-299,-47,-79,-426,278,508,-55.91252913,-25.39852789,94.35153474,4,-0.08,0.16,0,-9,-19,29,-532,327,-135,10.5,17.4,-106,22,0,0.05,-0.03,-193,104,4,-400,744,551,A
1.6,3.02,-88.4,2,0.08,0.02,-0.02,-7,6,18,42,566,-441,131,-20.8,-60.7,35,-3.24,0.95,0.39,70,35,-337,329,-262,-475,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-174,13.7,89.9,38,-0.11,-1.77,-0.02,-11,327,182,-482,1070,-526,C
118,17.5,-1.88,18,0.1,0.11,-0.15,-23,63,-158,18,603,-338,-53,10.3,-116,30,-0.8,-0.29,0.34,-293,-57,0,-354,261,591,79.98358652,-42.22922583,59.86733817,2,0.14,0.32,0.03,-8,14,11,-486,383,-188,2.34,13.3,-93.2,27,-0.4,2.78,0.72,-203,160,62,-483,755,725,A
0.34,6.2,-88.9,6,0.02,0.02,-0.02,-23,2,52,38,632,-291,0,0,0,42,-0.93,0.18,-0.36,162,-5,-375,695,-138,-215,58.81025384,-50.73538856,-74.14912723,30,0.39,0.11,-0.33,-141,161,-196,-501,341,100,148,30.1,126,32,0.02,0,-0.07,-109,230,-177,-602,606,661,D
125,-41.6,164,18,0.13,0.11,-0.18,52,42,-161,163,607,-306,-12.5,33.4,-89.1,27,-1.36,0.27,-0.02,-261,2,43,-251,337,566,55.47811246,-28.51863368,-93.08162469,17,0.08,0.27,0.25,-47,88,-134,-534,301,58,0,0,0,40,0.83,1.53,0.61,12,393,-14,-126,772,600,D
7.73,2.97,-91.7,2,0.16,-0.05,0.11,-13,16,-7,13,541,-436,59.2,7.44,66.4,22,-0.08,0.19,-0.15,-105,177,71,69,282,578,109.3956759,-0.976334096,47.67226803,10,-0.55,2.23,-0.02,-1,91,47,-468,397,5,-148,6.59,-45.8,49,-0.11,0.5,-0.13,272,-292,-266,411,-642,-295,E
137,20.5,25.5,21,-0.11,-0.13,-0.05,-47,70,-185,17,562,-415,93.5,0.58,-14.9,40,2.7,-2.34,0.02,350,-126,-113,725,-170,-101,-67.77189084,-21.6942574,84.60653911,11,0.45,0.51,-0.84,-23,-67,80,271,-699,-113,158,2.66,86.6,41,-1.17,2.84,-0.33,145,349,-148,-178,753,618,E
119,15.9,0.99,18,0.13,0.11,-0.18,-28,60,-161,28,609,-336,-35.8,33.5,-95.9,29,-0.39,-0.19,0.57,-280,-46,-3,-341,303,598,-57.04363985,-17.1363592,96.88050379,4,-0.1,0.16,0.1,-6,-19,29,-520,335,-187,-51.1,20.2,180,49,0.32,-1.35,-0.39,-423,-232,-2,-551,-194,211,A
1.45,5.37,-88.1,3,0.03,0,0,-9,3,27,57,570,-417,74.5,43.6,87.3,30,0,0,-0.02,-220,154,-112,-343,231,603,101.9018776,21.45405338,-49.95398473,2,0.13,0.19,0.03,4,16,-9,-369,369,261,149,-56.9,149,36,-0.22,-0.22,0.33,-58,278,214,-459,981,-374,A
1.09,6.6,-93.3,3,0.05,0.03,0.03,-13,-2,29,-2,603,-300,120,-64.5,-39.3,32,1.77,-0.34,0.3,135,-24,-278,732,-278,-149,117.154938,10.99061306,38.21637462,5,-0.29,-0.06,0.3,5,42,17,-489,376,-21,-157,54.1,-149,26,-0.39,-3.05,-1.02,-155,50,-190,-583,-76,467,D
151,-31.1,132,23,0.24,0.05,-0.67,56,35,-217,174,525,-450,-86,-47.6,56.8,34,2.86,-1.7,0.48,64,-162,-282,547,-125,-429,93.89761537,-33.10361207,-51.56936954,18,-0.93,1.8,0.71,-58,144,-88,-441,391,124,0,0,0,37,0.93,0.8,0.59,35,353,-51,-20,715,523,E
113,30.4,-12.1,18,0.1,0.11,-0.18,-29,63,-159,33,605,-336,155,-51.6,95.1,32,0.27,-0.51,0.79,-299,-45,-76,-422,283,511,-68.73102547,-26.1452413,81.60634359,4,-0.22,0.13,0.28,-11,-27,31,-546,302,-102,-0.82,-2.13,-82.8,1,0.1,0.13,0.26,4,3,-6,77,598,431,A
123,25.8,-4.14,20,-0.4,-0.03,-0.41,-42,71,-176,8,583,-374,26.2,41.2,-23,41,-2.1,0.47,0.16,393,-51,-62,744,46,-18,11.12984373,48.81096669,106.7939617,8,0.58,-0.18,-0.33,38,9,71,533,-517,-109,-168,70.3,-160,29,0.48,-2.68,-0.57,-162,149,-176,-683,137,421,A
1.31,6.65,-93.7,3,-0.03,0,-0.03,-16,1,21,-4,603,-316,87.4,-56.1,8.35,24,0.43,-0.34,0.61,91,-5,-220,756,-199,119,48.61853923,5.194076469,108.1355802,2,0.05,0.02,-0.02,1,9,17,-542,304,-13,157,49.8,159,33,-0.02,-2.94,-0.62,-136,231,-181,-673,430,564,D
6.61,5.01,-93.1,2,-0.06,0.05,-0.26,-17,14,2,-12,542,-427,145,-62.8,-68.3,39,0.95,-0.31,0.07,116,-44,-358,661,-320,-235,101.8871706,45.65524656,28.77954022,17,-0.29,1.78,0.07,73,141,47,-144,595,25,133,7.62,94,37,-0.13,0.08,-0.11,81,277,-219,-285,724,519,E
1.18,7.26,-94.1,3,0.02,0,-0.03,-18,4,23,-1,602,-314,-131,18.2,-162,34,0.02,-0.02,-0.02,-290,110,-123,-370,340,515,13.63302557,-70.99624864,-84.21990017,37,0.02,-0.02,-0.02,-235,49,-269,-561,294,-58,23.6,-63.9,-148,36,0,0.05,-0.05,193,206,-211,-7,656,468,A
1.22,4.92,-87.7,3,0.03,0.02,0.02,-8,4,26,57,573,-430,47.1,-36.1,16.6,18,-3.16,0.16,-0.48,96,78,-122,725,-150,90,72.97276562,-33.98369095,72.97276562,1,0.13,0.18,-0.07,-2,4,4,-376,330,281,-134,13.3,-19.1,25,-0.61,2.36,0.46,143,-102,169,379,-771,85,A
152,7.87,53.4,24,0.19,0.1,0.05,-18,47,-229,34,488,-516,-78.7,-35.6,24,28,-0.51,-0.27,0.16,153,-138,-174,687,-56,-205,-50.64446434,-50.64446434,-81.48269164,0,0.19,1.11,-0.34,-2,-2,-3,-306,542,-41,84.2,10.5,73.2,10,0.08,-0.11,0.03,-57,69,-28,-92,700,428,E
1.81,3.25,-88.9,2,-0.08,0.03,-0.07,-13,5,17,37,564,-435,84.8,-31.9,39.7,16,-2.95,1.14,-0.59,29,150,-50,629,7,311,-81.976866,-32.34302972,-64.83344378,3,0.39,-0.27,-0.33,-10,-23,-19,-482,194,260,-179,9.18,-28.5,24,-0.34,-3.03,-0.61,173,-49,156,512,-681,60,A
125,-42,166,18,0.11,0.11,-0.13,50,46,-160,172,605,-309,22.3,55.1,-27.4,26,0.1,-0.45,0.79,-253,-23,7,-271,345,549,103.0174748,-19.05746147,-49.89942458,20,1.59,-1.24,-0.85,-38,172,-96,-308,483,160,0,0,0,38,1.32,-1.53,0.05,-347,121,15,-536,-185,386,C
0.83,6.82,-93.1,3,0,0,-0.02,-19,4,19,-7,606,-309,62,-7.23,44.9,13,-2.94,1,-0.85,-77,98,-35,469,77,489,-38.41441992,22.67988481,111.8481971,1,-0.05,0.05,0.02,3,-5,12,-569,251,-9,-164,50.3,-152,25,-0.02,1.93,0.26,-154,-42,-189,-592,-71,404,C
127,-43.4,164,18,0.13,0.11,-0.18,51,42,-159,167,603,-314,-15.7,31.4,-60.9,19,-2.86,0.4,0.52,-145,-32,114,319,178,573,90.41494783,-24.37456281,-60.56700121,16,-0.39,0.9,0.67,-39,127,-92,-525,292,91,0,0,0,52,0.74,2.68,1.08,-89,497,-1,-433,818,735,B
137,-37,133,18,0.11,0.18,-0.03,50,41,-165,182,613,-296,-98.6,-53.8,55.6,38,-1.14,-0.37,1.38,133,-149,-312,651,-96,-335,66.6635594,-23.69533786,-84.81075087,18,0.11,0.22,0.02,-41,108,-131,-517,327,37,0,0,0,37,1.09,-1.59,-0.31,-325,170,7,-689,164,484,E
1.12,5.82,-87.9,4,0.18,0,0.03,-18,5,38,42,625,-307,0,0,0,36,-2.68,1.59,-0.51,-249,246,-50,-30,427,503,61.79256851,-46.66342743,-74.73253047,32,0.34,0.22,-0.64,-139,179,-210,-478,414,-39,130,-31.9,86,30,0.03,-0.05,0,189,155,-165,-25,687,802,B
0.48,4.06,-87.8,5,-0.11,-0.02,-0.02,-15,-4,42,48,629,-307,0,0,0,18,2.39,-0.69,0.79,-30,97,-144,555,129,404,49.38372801,-55.18714473,-78.58430435,28,0.35,0.18,-0.44,-146,132,-197,-540,260,133,136,-8.15,84.4,46,-0.93,3.69,0.11,174,367,-202,-205,772,773,C
118,16.4,-2.27,18,0.16,0.1,-0.16,-24,61,-161,21,604,-331,-41.8,-15.9,-21.4,13,-0.02,-0.31,0.48,79,-98,-30,665,11,264,128.1722276,28.19993554,-6.187872254,3,-0.19,0.47,0.07,9,31,-2,-387,479,-40,-24.2,53.6,-110,38,-0.16,0.03,0,-375,30,20,-673,453,521,D
128,-40.9,162,18,0.06,0.13,-0.2,48,46,-164,157,596,-308,0.72,-4.44,-57.2,14,-1.98,0.14,0.44,-122,-57,43,325,136,564,51.07917474,-28.31204176,-97.27192658,18,0.14,-0.06,-0.16,-48,84,-142,-555,263,48,0,0,0,44,1.03,-1.43,0.13,-215,369,-28,-641,616,597,C
8.76,-2.45,-81,5,0.16,-0.06,-0.13,-5,47,21,103,570,-431,0,0,0,14,0.1,-0.02,0,-3,134,-31,471,160,480,52.34228106,-51.55349879,-79.25014076,30,0.32,0.16,-0.39,-144,146,-208,-536,301,54,-162,20.4,-109,38,-0.5,3.05,0.08,-41,-312,-201,-226,-525,102,E
1.24,7.93,-93.1,3,0.08,0,-0.05,-20,3,25,15,610,-304,99.8,-23.8,38.5,15,3.63,-2.04,0.52,-52,135,-16,603,74,354,-44.75199752,0,-112.3276352,6,-0.02,0.05,0.05,0,-24,-50,-591,208,-153,151,43.1,123,35,-0.13,0.24,0.03,-61,264,-203,-557,719,727,E
0.89,3.3,-87.8,4,-0.05,0,-0.03,-9,5,36,45,625,-320,0,0,0,37,0.02,-0.02,-0.18,-274,155,-187,-406,448,389,56.55684297,-50.17175755,-76.69138967,30,0.35,0.14,-0.34,-140,156,-202,-522,325,59,55.1,-37.1,159,33,-0.02,0.03,-0.11,226,109,-202,124,564,638,A
122,26.2,-3.81,19,-0.47,-0.03,-0.48,-36,72,-167,8,585,-358,121,66.6,44.1,30,1.96,-1.38,-0.38,277,40,93,575,251,312,-3.107515561,17.69867608,139.1045241,10,0.45,-0.27,-0.02,17,-3,95,526,-523,-71,-143,74.5,-138,22,-0.72,2.17,0.36,-156,47,-142,-671,82,482,A
1.08,7.61,-93.7,3,0.02,0,-0.03,-21,2,23,3,601,-290,10.1,20.9,12.7,29,-1.43,0.39,0.07,149,5,-245,721,-128,-168,35.5602583,35.5602583,105.5990372,3,0.03,-0.02,0.15,10,10,25,-536,314,-48,48.6,-34.2,-161,39,-0.13,1.78,0.69,-3,332,-198,-410,737,619,A
0.75,4.33,-87.2,4,0.02,0,0,-11,2,39,60,633,-312,0,0,0,12,0.1,-0.05,-0.03,36,112,-33,533,87,432,64.96759644,-46.43565235,-71.86946614,31,0.53,0.72,-0.59,-134,181,-197,-424,410,108,145,21.3,116,38,0.16,-0.06,-0.1,-112,306,-178,-580,656,694,D
126,-41.8,165,18,0.14,0.11,-0.16,47,48,-158,175,600,-307,14.6,-43.3,-18,12,-3,0.53,1.28,21,-89,-79,769,-63,-25,30.78539591,-23.56447325,-117.8268103,21,0.39,-0.08,-0.79,-47,61,-186,-601,192,-2,0,0,0,32,0.95,0.79,0.46,-312,-22,-12,-198,-553,87,C
128,-41.2,161,18,0.1,0.11,-0.16,51,44,-163,165,610,-307,-12.1,-39.4,-30.2,13,-0.06,-0.37,0.62,82,-83,-49,711,24,199,40.98359906,-33.20818387,-102.9983266,17,0.16,0.1,-0.11,-54,66,-142,-558,247,60,0,0,0,45,1.03,0,0.02,-340,274,30,-708,402,639,C
1.49,4.62,-87.4,3,0.03,0,0,-9,4,27,62,569,-426,74.9,22.1,92.7,30,0.85,-0.27,0.16,-227,164,-94,-334,303,557,-62.68400078,7.338941909,93.83081845,1,0.27,-0.16,-0.21,1,-8,11,-409,242,327,149,-4.53,125,35,-0.26,-0.51,0.38,-92,261,200,-675,1170,-563,A
1.54,3.76,-88.6,2,-0.06,0.02,0,-10,4,18,44,563,-422,88.6,-12.3,33.3,21,3.77,-1.59,0.25,-23,204,20,579,119,376,-93.11186058,-36.07828575,-50.22203639,6,0.79,-0.37,-0.43,-22,-50,-30,-518,116,260,-180,15.1,21.8,37,-0.06,4.8,1.3,162,281,158,468,-236,-60,C
0.55,3.12,-88.9,3,0.02,-0.02,-0.08,-7,5,24,31,560,-426,86.5,12.2,112,32,0.16,-0.18,0.2,-239,155,-135,-347,310,548,35.65827619,79.03718233,65.71709839,16,1.24,-0.93,-0.46,114,56,98,44,407,387,166,4.34,-68.2,20,-1.11,3.31,0.94,73,-38,174,52,-607,-39,B
1.51,6.79,-92.7,3,0.02,0.02,0,-16,4,21,3,601,-305,69.8,-30.3,65.2,9,-1.81,0.71,-0.59,-29,77,-37,532,9,451,-87.7868346,-14.85027106,67.05556913,3,0.02,-0.06,0.03,-5,-26,21,-581,218,30,174,54,-169,27,0.13,-0.02,-0.15,-191,-9,-178,-632,12,484,C
123,26.2,-4.05,20,-0.47,-0.03,-0.48,-40,73,-175,7,585,-367,-89,34.3,-134,6,-0.35,-0.13,-0.03,16,1,61,-360,364,494,-4.00086729,24.23534907,132.5031401,10,0.47,0.18,-0.62,24,-4,97,550,-494,-76,109,12.8,83.8,36,0.14,-0.39,-0.08,86,300,-168,-252,781,665,A
1.02,2.41,-89,2,0,0.02,-0.02,-3,3,23,24,566,-430,143,-8.47,-99.9,51,2.59,-1.04,0.33,-37,-37,-497,-147,-234,-512,-1.714817745,38.68158188,118.3559886,6,0.42,-0.45,-0.92,22,-1,54,-345,230,387,-177,11,115,38,-0.05,-0.51,0.26,-48,303,216,-793,1190,-563,B
0.83,4.87,-92.5,3,0.02,0.06,-0.05,-2,4,29,-2,603,-315,74.1,4.83,115,31,0.1,-0.02,-0.08,-264,110,-87,-266,325,556,-142.9525356,7.250530353,12.10315973,4,0.13,0.06,-0.2,3,-41,5,-593,193,16,133,31.8,117,36,-0.42,2.54,0.92,-30,313,-162,-609,629,703,C
122,26,-4.9,19,-0.31,-0.05,-0.41,-39,69,-173,6,594,-360,-137,56.3,178,17,1.24,-0.8,0.18,93,22,141,-37,347,590,8.608804549,35.10958346,120.8404383,9,0.45,-0.16,-0.25,32,8,87,538,-515,-82,113,60.9,105,27,-0.75,2.3,0.18,-91,224,-114,-680,553,708,A
122,27.4,-6.6,20,-0.59,-0.03,-0.54,-44,74,-175,-6,582,-371,105,-71.7,125,25,2.39,-1.77,-0.41,201,74,121,379,414,369,-99.2003526,12.83830526,56.07478959,10,0.4,-0.79,-0.02,13,-85,54,457,-588,-132,117,7.35,94.4,32,0.06,0,-0.13,132,231,-167,-216,771,722,B
0.82,3.62,-88.4,3,0.02,0,-0.05,-7,5,28,46,573,-417,115,-38.6,-28.9,34,2.15,-0.56,0.38,160,56,-291,646,-150,-266,76.828724,48.87585362,57.59776466,5,0.43,-0.77,-0.41,25,37,29,-300,339,335,174,-5.78,7.33,32,-0.18,-3.73,-0.13,180,191,163,458,-168,-58,A
0.4,3.98,-88.2,5,-0.02,0.02,0.02,-14,4,45,40,643,-297,0,0,0,37,0.1,-0.08,0.07,-273,160,-185,-412,430,397,55.87028338,-50.67510137,-76.88491295,30,0.35,0.14,-0.38,-141,154,-202,-515,336,54,53.1,-45,160,33,0,0,-0.11,233,109,-201,120,560,656,A
1.54,2.74,-88.1,2,-0.08,0,0,-9,5,19,37,559,-433,71,0.59,105,30,-2.25,0.55,-0.44,-218,193,-26,-170,270,620,16.92370867,-34.35808059,-118.4649477,1,0.14,-0.13,-0.36,-4,2,-11,-481,180,283,-169,14.9,100,40,-0.34,2.14,1.03,-61,350,175,-612,1180,-597,C
124,-42.9,167,17,0.14,0.11,-0.18,48,42,-158,165,613,-306,27.1,40.3,-15.2,18,1.59,-1.06,0.66,-165,4,49,155,304,557,66.55111809,-23.22263405,-85.13643293,18,0.02,0.05,-0.08,-41,110,-134,-536,312,11,0,0,0,45,0.48,2.46,0.79,-294,330,33,-709,510,763,B
0.7,4.23,-87.5,4,0.03,0,0,-11,5,37,53,631,-308,0,0,0,29,-1.59,0.88,-1.18,-201,203,-14,-40,328,583,66.36655879,-37.71432088,-77.03095699,30,0.43,0.64,-0.36,-110,184,-208,-427,430,94,146,20.7,123,42,0.21,-1.72,-0.41,-110,357,-175,-598,611,649,D
1.03,7.53,-93.8,4,0,0,-0.02,-22,3,27,0,610,-310,-135,13.8,-165,34,0,-0.02,-0.03,-286,111,-123,-363,333,520,130.4152883,14.66861935,-22.1036561,7,-0.05,0.08,0.05,10,66,-15,-451,434,-53,18.9,-63.4,-143,36,0.02,0,-0.02,193,201,-211,-13,658,467,A
0.23,3.03,-88.3,4,-0.06,-0.02,-0.07,-13,7,36,32,637,-312,0,0,0,33,0.75,-0.39,-0.26,-221,226,-86,-378,454,382,50.52630529,-45.72929462,-85.64035111,31,0.05,-0.27,-0.21,-135,148,-231,-459,432,-50,90.4,-19,95.5,39,-1.14,2.63,-0.13,213,281,-159,-125,745,813,A
0.62,0.91,-88.1,4,0.14,0.03,0.02,-12,-2,41,23,629,-316,0,0,0,29,3.87,-2.67,0.77,-133,251,-11,398,364,374,87.97866829,-33.7541377,-57.58130996,32,1.22,-1.17,-0.49,-104,242,-171,-359,483,71,151,-5.99,71.1,46,-0.55,2.54,0.94,250,351,-119,-72,707,835,B
125,-43.8,178,19,0.11,0.13,-0.11,42,45,-172,199,582,-358,-141,65.9,62.6,24,0.61,-0.61,0.89,-235,-48,6,-165,259,639,46.53641955,-26.91632593,-102.2043567,18,0.18,0.05,-0.16,-48,81,-154,-571,258,39,0,0,0,13,0.13,-0.14,-0.71,86,88,48,653,-146,-5,A
1.01,5.81,-88.2,5,0.02,0.02,-0.02,-16,0,42,56,632,-306,0,0,0,37,-0.03,0.02,-0.07,-275,158,-185,-405,431,414,53.31221398,-52.12816451,-77.91096773,30,0.35,0.18,-0.39,-146,149,-206,-518,333,52,52.4,-42.3,159,33,-0.02,-0.05,-0.05,226,116,-202,117,556,667,A
127,-40.8,161,18,0.1,0.11,-0.2,46,45,-160,164,607,-304,-10.5,1.95,-40.9,12,1.78,-0.93,0.92,-88,-43,70,328,133,570,52.14532418,-34.53013581,-92.44713738,16,0.31,0.06,-0.11,-53,78,-125,-555,248,75,0,0,0,36,0.9,0.74,0.08,67,339,-80,99,613,375,C
133,22,20.2,21,-0.35,0.03,-0.16,-37,59,-194,19,575,-395,117,-10.2,54.2,24,3.9,-1.56,-1.44,100,66,197,429,293,469,-40.25928498,-1.703583286,116.7801125,12,0.11,-0.82,-0.13,-2,-46,108,462,-582,-29,143,18.1,105,40,-0.88,2.79,0.69,54,380,-100,-431,791,755,E
123,25.3,-2.57,19,-0.4,-0.02,-0.43,-40,70,-168,10,580,-368,78.9,28.2,32,26,1.69,-1.04,0.38,219,8,129,397,257,471,-87.21864346,-13.78763918,67.9362263,16,0.85,1.25,-0.49,-21,-117,96,320,-672,-106,150,-0.58,93.3,39,0.83,-1.89,-0.21,114,333,-148,-189,764,685,C
123,26.6,-4.37,20,-0.51,0,-0.43,-43,68,-177,5,586,-381,-155,-28.3,31.8,41,2.12,-1.96,-0.51,385,-40,-112,693,39,-249,-111.7911595,-15.88578961,42.0224244,12,0.32,-0.8,0.15,-19,-108,49,325,-671,-163,118,7.01,92.3,33,0.08,-0.05,-0.1,132,235,-173,-220,778,715,B
120,14.3,2.87,18,0.1,0.1,-0.18,-21,61,-161,25,586,-324,-48.2,25.3,-110,30,1.24,-0.9,0.97,-295,-31,-23,-391,336,542,-112.9793738,-41.18165127,14.87983452,7,0.05,0.35,0.02,-27,-61,10,-471,404,-16,-29.1,42.1,-132,38,-0.39,1.3,-0.05,-375,-23,25,-686,351,491,C
122,26.2,-4.31,19,-0.34,-0.03,-0.39,-36,67,-174,1,589,-370,-173,6.64,5.71,44,2.2,-1.59,0.33,360,-134,-203,544,-121,-414,-90.51782258,-47.20529556,43.10740549,8,0.77,-0.59,-0.08,-37,-64,34,234,-696,-213,120,62.3,132,26,-1.12,2.94,1.08,-76,224,-93,-703,390,871,B
1.62,6.82,-93.3,3,0.02,0,-0.02,-16,6,19,4,598,-317,119,-66.4,-39.4,31,1.48,-0.26,-0.16,153,-23,-262,730,-275,-141,116.4012181,14.74776891,37.61680723,6,-0.37,-0.1,0.2,8,50,20,-486,378,-20,173,46.6,153,41,0.48,-3.47,0.48,-184,274,-223,-667,307,369,D
122,25.5,-6.31,19,-0.43,-0.03,-0.49,-33,69,-175,1,582,-374,87.6,-17,22.6,37,-1.93,0.27,0.26,333,-4,146,614,145,337,9.307593959,33.13243486,122.5673179,9,0.45,-0.11,-0.25,28,8,81,537,-508,-74,122,1.38,98,35,0.63,-1.11,0.23,37,306,-161,-257,773,653,D
124,-42.4,166,17,0.05,0.11,-0.23,49,44,-157,166,616,-296,-8.37,13.9,-135,28,0.31,-0.55,0.9,-267,-63,-20,-288,245,619,69.28865342,-23.5456112,-82.29956739,18,0.21,0.26,0.03,-42,115,-132,-516,351,24,0,0,0,39,1.2,0.61,0.74,30,375,-41,-42,722,462,A
128,-40.8,162,18,0.16,0.11,-0.15,53,43,-161,160,600,-322,11.8,79.5,-47.9,33,0.13,-0.67,0.57,-307,-38,-83,-417,371,497,45.01126033,-29.87334395,-101.7771756,16,0.13,0.06,-0.28,-46,68,-133,-557,228,85,0,0,0,26,0.08,3.93,1.36,-251,-13,-28,-354,-398,264,C
1.12,3.96,-87.5,5,0.14,0.05,0.03,-2,3,44,44,632,-311,0,0,0,20,3.71,-1.7,1.16,42,80,-178,750,-3,43,52.63309757,-54.33797094,-76.57012539,28,0.35,0.18,-0.52,-141,137,-189,-531,245,144,-178,38.5,-147,39,-0.35,-1.11,-0.39,-187,-252,-219,-451,-300,257,D
121,-43.6,173,17,0.11,0.11,-0.15,51,43,-156,164,611,-296,-12.6,30.1,-81,10,-2.22,-0.06,0.54,-7,-93,11,602,19,381,52.22114934,-24.17716124,-98.44950628,20,-0.11,-0.08,-0.1,-48,100,-167,-540,320,-17,0,0,0,42,0.98,0.31,0.3,-387,152,17,-591,-90,397,A
129,8.96,54.6,16,0.11,0.14,0.3,-26,53,-148,12,622,-263,-54.6,-20.9,-10.2,14,2.39,-1.27,1.12,82,-96,-42,705,-32,151,-116.8855733,-15.66232185,-36.69416948,7,-0.03,-0.31,0.03,-10,-59,-23,-421,459,-66,-76.1,-4.84,169,56,-0.19,0.39,0.16,-431,-332,-51,-331,-492,-79,E
121,25.4,-7.05,19,-0.47,-0.03,-0.44,-34,70,-168,6,582,-373,0.41,27.1,-32.8,30,1.09,-0.63,-0.39,236,11,175,380,244,501,-79.15050577,7.768667861,77.32671423,8,-0.47,0.48,-0.28,6,-55,54,430,-600,-127,169,60.3,-179,32,-0.11,2.36,0.85,-230,130,-160,-657,52,442,D
0.97,1.05,-88.9,3,-0.11,-0.02,-0.08,-5,3,29,19,567,-430,122,-38.2,-33.3,33,-2.99,0.74,0.07,156,50,-278,621,-209,-308,-129.9274976,-16.8335453,-21.09888812,2,-0.39,-0.48,0.54,-4,-23,-5,-490,187,262,174,15.5,24.5,33,-0.43,-3.02,-0.57,137,258,145,163,320,-298,A
121,26.4,-5.29,19,-0.45,-0.03,-0.38,-41,69,-170,5,583,-354,120,23.9,-16.1,36,2.92,-2.87,-0.67,336,-32,-91,667,72,-268,-91.03878078,-19.28785711,62.20741653,13,0.51,0.96,-0.87,-25,-103,76,296,-688,-145,129,8.48,85.3,35,0.11,2.26,1.12,123,298,-116,-279,802,839,B
120,14.3,3.19,18,0.08,0.11,-0.18,-17,63,-166,26,599,-336,-33.9,-0.07,-46.1,10,1.45,-0.79,0.8,-61,-56,51,398,140,528,-111.4617763,-43.11486363,13.97594014,7,-0.05,0.34,-0.07,-27,-58,9,-454,411,-15,-33.2,40.8,-138,38,0.47,-1.7,0.03,-373,-26,21,-690,365,520,C
143,19.7,17.3,25,-0.27,-0.11,-0.8,-40,84,-227,13,498,-509,120,5.7,115,15,-1.99,0.32,0.33,7,14,145,-411,337,474,-36.74168369,13.38183561,117.7555941,10,0.58,-0.03,-0.59,13,-35,90,530,-518,-1,164,24.2,166,35,0.96,-4.35,-0.54,-54,297,-155,-710,329,546,E
1.11,5.95,-87.8,3,0.02,0,-0.03,-13,2,28,59,581,-417,78.9,44.4,90.6,33,0.02,-0.61,0.49,-246,183,-103,-332,219,621,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-167,-69.5,107,36,-0.19,-0.22,0.31,-48,280,214,-436,952,-359,A
115,20.1,-9.09,18,0.08,0.11,-0.18,-25,63,-160,12,606,-322,-112,-39.4,-66.7,22,0.24,-0.75,0.94,-175,-107,50,31,119,671,-10.36027759,-15.57553068,138.3260375,4,0.1,0.03,-0.3,-6,-4,38,-525,330,-153,-11.3,22.5,-139,27,0.29,-2.34,-0.94,-253,54,30,-604,621,586,A
1.43,7.6,-93.4,3,0,0,-0.02,-23,3,20,-1,598,-317,70.6,3.71,86.7,28,-2.33,0.69,-0.48,-237,141,-5,-31,250,607,99.3072385,-4.18976477,57.58049005,2,-0.05,0.02,0.33,-1,20,13,-526,331,-7,-145,44.8,-127,25,-0.4,-0.87,-0.39,-122,-118,-180,-507,-194,424,D
127,-43.7,164,18,0.08,0.11,-0.18,51,45,-166,164,601,-308,13.3,54.6,-25.1,23,1.4,-1.04,1.74,-214,-55,14,-126,294,611,67.26100596,-17.9799792,-86.55944807,18,0.1,-0.14,-0.02,-31,108,-132,-531,285,89,0,0,0,29,1.25,-0.16,0.36,-270,-102,-16,-105,-610,55,B
125,22.8,15.3,19,-0.47,-0.02,-0.67,-47,65,-166,8,615,-328,-155,-54.4,36.6,27,-6.13,2.42,0.92,256,-63,-16,714,-97,-200,-38.35424028,4.679305433,118.4111598,11,0.56,0.22,-0.25,5,-40,99,498,-542,-57,-169,29.8,-94.9,32,-0.85,4.3,0.97,3,-123,-287,-49,-719,-235,E
